Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
12/9/2013,"244 St. Brendans Park, Tralee",,Kerry,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2012,"2 Willow Park Drive, Glasnevin, Dublin 11",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/4/2018,"21 CARMANHALL COURT, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,"€382,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/9/2021,"37 ASHBROOKE MANOR, MOYNEHALL, CAVAN",,Cavan,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/4/2016,"DROMOD, BODYKE, CLARE",,Clare,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2012,"47 kinvara Park, Ballyvolane",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2010,"2 Fernwood, Douglas Road, Cork",,Cork,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2016,"16 CRANN ARD, FETHARD RD, CLONMEL",,Tipperary,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2020,"CARROWGARVE, TULSK, ROSCOMMON",,Roscommon,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2021,"44 THORNSBURY EST, TULLAMORE, OFFALY",,Offaly,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/03/2021,"30 GREENCASTLE CRESCENT, COOLOCK, DUBLIN 17",Dublin 17,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"48 OAK PARK DEMENSE, TRALEE, KERRY",,Kerry,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/2/2016,"SHANAVAGH, BALLYDEHOB, CO CORK",,Cork,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2018,"254 BROOKVILLE PARK, DROGHEDA, LOUTH",,Louth,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2013,"36 Heather Lane, Esker Hills, Portlaoise",,Laois,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"49 The Meadows, Smithborough",,Monaghan,"€162,995.59",Yes,Yes,New Dwelling house /Apartment,
8/5/2015,"TIEVEMORE, MOYARD, GALWAY",,Galway,"€87,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/08/2010,"Apartment 5 Blackwater House, Spencer Dock, North Quay",Dublin 1,Dublin,"€160,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/06/2019,"6 KNOCKLYON AVE, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,"€420,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/10/2019,"15  Rose View, The Orchard, Oldtown Demesne",,Kildare,"€280,000.00",No,Yes,New Dwelling house /Apartment,
25/11/2015,"9 TURVEY DR, DONABATE, DUBLIN",,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2018,"11 THE CORNSTORE, CONSTITUTION HILL, DROGHEDA",,Louth,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2021,"54 COSBY AVE, FAIRGREEN, PORTLAOISE",,Laois,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2019,"11 COIS COILLE, TIVOLI, CORK",,Cork,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2017,"CLASHDUFF, BALLINGARRY, THURLES",,Tipperary,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/9/2011,"Apartment No.30 Clarence Gate, Kilkenny Road, Carlow",,Carlow,"€66,078.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/12/2014,"TUBRID, ARDFERT, TRALEE",,Kerry,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"111 Ballyfermot Drive, Ballyfermot, Dublin 10",,Dublin,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2011,"Monamolin, Gorey",,Wexford,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/11/2014,"2 EGLINTON WOODS, EGLINTON RD, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/10/2016,"LUGGACURRAN, STRADBALLY, CO LAOIS",,Laois,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2021,"15 CEDAR GROVE, FIRHOUSE RD, KNOCKLYON DUBLIN 16",Dublin 16,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2016,"DRUMCROW, STRADONE, CO CAVAN",,Cavan,"€21,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2020,"33 RATHGAEL, DEANSRATH, WESTBOURNE RISE",Dublin 22,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2015,"62 St. Peter's Square, Phibsborough Road, Phibsborough  Dublin 7",Dublin 7,Dublin,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2015,"APT 61, CARLTON SUITES, HENRY ST",,Limerick,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"IVY COURT, DROMFOOLES CROSS, COLLON",,Louth,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2015,"Apt 10  Seabourne View, The Waterman Building, Greystones",,Wicklow,"€291,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/2/2019,"20 WELLMOUNT DR, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2021,"2 KILTOLE, CONVOY, CO DONEGAL",,Donegal,"€11,750.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2014,"52 Innisfallen, Rookery Road, Killarney",,Kerry,"€182,500.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
8/12/2020,"3 CHAPELIZOD HILL RD, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/7/2021,"COOPERS LOT, CLONMEL ROAD, CASHEL",,Tipperary,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/2/2016,"Apartment 19 The Malton, 31-33 Merrion Road, Ballsbridge",Dublin 4,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/6/2013,"Proctor House, Tiglin, Ashford",,Wicklow,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2019,"MAIN STREET, ABBEYFEALE, CO LIMERICK",,Limerick,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/9/2020,"5 RINN NA SHINNA, BREAFFY, CASTLEBAR",,Mayo,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/2/2021,"2 MILLSTREAM PARK, TUAM, GALWAY",,Galway,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2018,"8106 BENBULBEN SUITE, CLARION ROAD, CO SLIGO",,Sligo,"€50,855.66",No,No,Second-Hand Dwelling house /Apartment,
16/07/2020,"2 CARROWMANAGH PARK, OUGHTERARD, GALWAY",,Galway,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/7/2020,"CROSSLAKE, BANNOW, CO WEXFORD",,Wexford,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/8/2018,"BALLYDEVLIN, GOLEEN, COUNTY CORK",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"2 WICKLOW TERRACE, ARKLOW, WICKLOW",,Wicklow,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2016,"APT 2, 10 TRINITY STREET, DROGHEDA",,Louth,"€140,100.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2014,"26 PEMBROKE SQ, CAHERSLEE, TRALEE",,Kerry,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2019,"Number 29 The Old Mill Race, Monasterevin",,Kildare,"€110,714.00",No,Yes,New Dwelling house /Apartment,
20/06/2016,"8 Elder Heath Mews, Elder Heath, Kiltipper Road",,Dublin,"€229,074.88",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
14/07/2017,"59 LUS MOR, WHITEROCK HILL, WEXFORD",,Wexford,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2019,"6 BEECH GROVE, GREENFIELDS, OLD TRAMORE ROAD",,Waterford,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2020,"115 SPRUCE DRIVE WESTWOOD GARDENS, BALLEA ROAD, CARRIGALINE",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/10/2020,"BALLYBARRACK, DUNDALK, LOUTH",,Louth,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2014,"37 CLUAIN ARD, BALLYBRIT, GALWAY",,Galway,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,
1/9/2021,"47 Hollywoodrath Green, Hollystown",,Dublin,"€308,370.04",No,Yes,New Dwelling house /Apartment,
13/10/2017,"31 OCEAN WAVE, AYLESBURY PARK, STRANDHILL RD",,Sligo,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2013,"DERRYHASSEN, DOWNINGS, DONEGAL",,Donegal,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2011,"Hartlands, Pluckanes, Donoughmore",,Cork,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/5/2013,"26 Daisy Terrace, Waterford",,Waterford,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/7/2014,"8 ST ANDREWS, SOUTHFIELDS, GRANGE RD",,Wexford,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"APARTMENT 2, THE MOORINGS, MILLERD STREET",,Cork,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2020,"CLONOUGHTER, GLIN, CO LIMERICK",,Limerick,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2019,"36 The Riverside, Ryebridge, Kilcock",,Kildare,"€299,559.00",No,Yes,New Dwelling house /Apartment,
31/05/2019,"113 ALEXANDRA WALK, ABBEYLANDS, CLANE",,Kildare,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2014,"11 DONNYBROOK GREEN, GREENFIELD PARK, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/3/2010,"42A Beach Road, Sandymount",Dublin 4,Dublin,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2013,"194 Marian Park, Drogheda",,Louth,"€95,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"5 SKERRIES RD BALBRIGGAN, BALBRIGGAN, DUBLIN",,Dublin,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2020,"21 WOODLANDSPARK, LAMBERTON, ARKLOW",,Wicklow,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2021,"VIANNEY, 1 THE WEAVERS, TRUSK ROAD",,Donegal,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2015,"43 NEWBOROUGH, HOLLYFORT RD, GOREY",,Wexford,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2011,"59 college hill, mullingar",,Westmeath,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2014,"89 CHARLESLAND GROVE, GREYSTONES, CO WICKLOW",,Wicklow,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/10/2011,"84 The Forts, Dooradoyle, Limerick",,Limerick,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"120 SARAN WOOD, KILLARNEY RD, BRAY",,Wicklow,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2021,"APTS 1  2 & 4 GARVILLE HOUSE, GARVILLE AVENUE, RATHGAR",Dublin 6,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/12/2020,"32 CEDARFIELD, DROGHEDA, LOUTH",,Louth,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/9/2014,"73 THE PADDOCKS, NAAS, KILDARE",,Kildare,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/10/2021,"74 SHAMROCK DRIVE, KINGSCOURT, CO CAVAN",,Cavan,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2015,"KILLEGAR, CARRIGALLEN",,Leitrim,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2020,"DROMORE, LETTERKENNY, CO DONEGAL",,Donegal,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/11/2017,"25 Hamilton Avenue, Mount Hamilton, Carrick Road",,Louth,"€185,022.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/11/2013,"27 Merchants Square, East Wall, Dublin 3",Dublin 3,Dublin,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"17 ORLAGH COURT, SCHOLARSTOWN RD, TEMPLEOGUE DUBLIN 16",Dublin 16,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/6/2017,"ARLINGTON, JOLLYLANDS, BALLYCORUS RD DUBLIN 18",Dublin 18,Dublin,"€639,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/4/2014,"34 BROADMEADOW CASTLE, ASHBOURNE, MEATH",,Meath,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2020,"25 Oileain Na Cranoige/Cranogue Isl, Balbutcher Lane, BALLYMUN",Dublin 11,Dublin,"€192,951.00",No,Yes,New Dwelling house /Apartment,
25/09/2020,"41 KNOCKRAHADERRY, LISCANNOR, CLARE",,Clare,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/2/2018,"103 THE MAPLE, GRANGE HALL, DUBLIN 16",Dublin 16,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2015,"24 ALDEN, DOUGLAS, CORK",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2020,"3 SUMMERFIELD, KNOCKENRAHAN, ARKLOW",,Wicklow,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2015,"SEA GLIMPS, THE HILL, CROSSHEAVEN",,Cork,"€98,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2014,"Glynn House, Kilmacoo Lane, Athlone",,Westmeath,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2017,"30 THE GERALDINE, LYREEN MANOR, MAYNOOTH",,Kildare,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2017,"9 BEECHMOUNT, BELTURBET, CAVAN",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2019,"10 LIOS AN CHNOIC, BARNADERG, TUAM",,Galway,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/2/2019,"27 Castlewellan Park, Aghards Road, Celbridge",,Kildare,"€400,881.05",No,Yes,New Dwelling house /Apartment,
5/12/2011,"Carrownaganonagh, Milford",,Donegal,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2010,"No. 4  The Terrace, Scilly, Kinsale",,Cork,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/5/2020,"21 CLARENCE GATE, KILKENNY RD, CARLOW",,Carlow,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2018,"79 Acha Bhile, Loughville, Ennis",,Cork,"€168,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/12/2019,"44 SHANTALLA DRIVE, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,
7/4/2014,"9 CONGRESS RD, TURNERS CROSS, CORK",,Cork,"€135,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
9/1/2020,"5 SHADY GROVE, WHEATON HALL, DUBLIN RD",,Louth,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/2/2020,"5 THE OLDSCHOOL HOUSE, PORTRANE, DONABATE",,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/8/2017,"32 ABBERLEY SQUARE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€108,879.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2017,"11 BELARMINE WALK, BELARMINE WOODS, STEPASIDE",Dublin 18,Dublin,"€402,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2014,"45 SPINDLEWOOD, GRAIGCULLEN, CARLOW",,Laois,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/5/2018,"BODERAGH, KNOCKVICAR, BOYLE",,Roscommon,"€171,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2018,"4 KEYES ROW, ATHLUNKARD STREET, LIMERICK",,Limerick,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2017,"15 Ashfield Grove, Ridgewood, Forrestr Road",,Dublin,"€304,405.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
8/3/2018,"119 CARYSFORT PARK, BLACKROCK, DUBLIN",,Dublin,"€547,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/12/2015,"16  The Courtyard, Market Square, Bundoran",,Donegal,"€107,929.51",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/08/2016,"48 ASSUMPTA TERRACE, TULLAMORE RD, PORTARLINGTON",,Offaly,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2012,"29 Oak Drive, Rushbrook Links, Cobh",,Cork,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/4/2019,"EFFERNOCK, TRIM, CO MEATH",,Meath,"€326,798.49",No,No,Second-Hand Dwelling house /Apartment,
24/03/2016,"7 BOHERNABREENA COTTAGES, TALLAGHT, DUBLIN 24",,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2021,"NO 2 COURTHOUSE LANE, CAHERCIVEEN, CO. KERRY",,Kerry,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/9/2016,"48 BOTANIC AVE, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2012,"19 College View, Upper Blarney Street",,Cork,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/1/2011,"GLEBE, OUGHTERARD",,Galway,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2016,"DRIM, MOUNTRATH, LAOIS",,Laois,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2011,"DOON EAST, GURTEEN, SLIGO",,Sligo,"€28,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2018,"17 THE PLACE, ASHEWOOD, ASHBOURNE",,Meath,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"10 PAIRC BEAG, LIS CARA, CARRICK ON SHANNON",,Leitrim,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/6/2014,"227 SOUTH CIRCULAR ROAD, DUBLIN 8, DUBLIN 8",,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/6/2011,"87 Drisin, Ballymoneen Road, Knocknacarra",,Galway,"€146,740.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/9/2018,"3 LOWTOWN MANOR, ROBERTSTOWN, CO KILDARE",,Kildare,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"2 AMBERWOOD HUNTSTOWN, HUNTSTOWN DUBLIN 15, DUBLIN",Dublin 15,Dublin,"€203,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2018,"4 BANCROFT COURT, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€399,950.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2017,"Unit 13 Terenure Gate, Terenure Road West, Dublin 6W",Dublin 6w,Dublin,"€524,229.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/04/2014,"BUNGALOW 3, MAGOWNA HOUSE, INCH",,Clare,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/12/2014,"DRISTERN, DRUMSNA, LEITRIM",,Leitrim,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/6/2014,"52 The Meadows, Tir Cluain, Midleton",,Cork,"€110,132.15",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
27/07/2018,"45 SLIABH RUA, MOATE, WESTMEATH",,Westmeath,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/7/2012,"97  INIS ORGA, CURRYCLOUGH, BANDON",,Cork,"€120,877.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
1/12/2020,"2 CNOC BEAG, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2018,"Apartment 54  Leona Block, Honeypark, Dun Laoghaire",,Dublin,"€361,233.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/05/2018,"1 Mitchell's Court, Kerry Pike",,Cork,"€590,308.36",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
7/12/2021,"ST TERESAS, ROCKY VALLEY, KILMACANOGUE",,Wicklow,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/2/2016,"32 Blenheim Heights, Waterford",,Waterford,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/6/2020,"10 SPRING DALE, CLONATTIN VILLAGE, CLONATTIN UPPER",,Wexford,"€149,780.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2020,"17 RIVERCHAPEL ROW, COURTOWN, WEXFORD",,Wexford,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2016,"24 KNIGHTSBRIDGE MEWS, LONGWOOD ROAD, TRIM",,Meath,"€207,500.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/07/2021,"24 STEEPLECHASE GREEN, SKRYNE RD, RATOATH",,Meath,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2014,"28 GORT SIAR, CLYBAUN RD, GALWAY",,Galway,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2019,"9 Crescent Avenue, Friary Walk, Callan",,Kilkenny,"€176,863.00",No,Yes,New Dwelling house /Apartment,
29/10/2021,"19 CEIS LAWNS, KESHCARRIGAN, LEITRIM",,Leitrim,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2016,"TRIDENT HOUSE, DUBLIN RD, NAAS",,Kildare,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2014,"3 WESLEY COURT, WILLIAM ST, KILKENNY",,Kilkenny,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2012,"aughnahaha, rossinver",,Leitrim,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2014,"3 COLPE DR, DEEPFORDE, DUBLIN RD",,Meath,"€1,285,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2021,"33 ANNAVILLE PARK, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/6/2021,"9 THE OAKS, RIDGEWOOD, SWORDS",,Dublin,"€313,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/3/2019,"CAHERDUGGAN, DONERAILE, MALLOW",,Cork,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2019,"23 SANDYLANE, ARDKEEN WOODS, WATERFORD",,Waterford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/6/2020,"7 MILLSTREAM, RATHCORMAC, CORK",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/9/2014,"LIMERICK RD, KILDORRERY, CORK",,Cork,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2015,"13 Beech Road, Muskerry Estate, Ballincollig",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2018,"1 LAKESIDE COTTAGES, BALLINA, CO TIPPERARY",,Tipperary,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2019,"STONEHILL GLEN, CLONEA UPPER, DUNGARVAN",,Waterford,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2018,"70 STILLORGAN HEATH, STILLORGAN, DUBLIN",,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/12/2016,"24 WOODFORD CRESCENT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€214,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/2/2019,"DUNSANY, MEATH",,Meath,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/11/2011,"132 Dublin Road, Sutton",Dublin 13,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2012,"The Coach House, Ballea Road, Carrigaline",,Cork,"€222,750.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2017,"4 ALTAMOUNT, TULLIG, MILLSTREET TOWN",,Cork,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"69 WELLVIEW AVE, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2019,"DRUMMINNAMUCKLA SOUTH, WOODFORD, GALWAY",,Galway,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2014,"APT 17, RYE ABBEY, KILCOCK",,Kildare,"€40,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/6/2015,"9 ST CLARE TERRACE, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,"€507,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2020,"2 THE WEIR, MARKET POINT, MULLINGAR",,Westmeath,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2016,"78 WOODLAWN PARK AVE, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2011,"Bellakip, Louisburgh",,Mayo,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/1/2018,"5 HENRY STREET, TULLAMORE, COUNTY OFFALY",,Offaly,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/1/2015,"Coore East, Mullagh, County Clare",,Clare,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/05/2018,"8 garville drive, rathgar, dublin 6",Dublin 6,Dublin,"€1,035,242.29",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
16/11/2018,"DOONIS THE PIGEONS, ATHLONE, WESTMEATH",,Westmeath,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"48 Churchfields Park, Churchfields, Asbourne",,Meath,"€280,175.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
6/11/2019,"21 Cuil Duin Avenue, Edenbrook, Citywest",Dublin 24,Dublin,"€312,731.00",No,Yes,New Dwelling house /Apartment,
