Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
29/11/2011,"15 Monastery Heath Square, Clondalkin, Dublin22",,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2021,"26 GLENAAN RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/3/2017,"84 BOYNE VIEW, JOHNSTOWN, NAVAN",,Meath,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/7/2019,"886 PIERCETOWN, NEWBRIDGE, CO KILDARE",,Kildare,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
1/12/2017,"6 KINGSTON'S AVENUE, VICTORIA ROAD, CORK",,Cork,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/6/2020,"3 BALLYNOE PARK, COBH, CO CORK",,Cork,"€468,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/4/2018,"APT 2, MULLAGHMORE WEST, BALLINODE",,Monaghan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2019,"BALLINACARROW, ATHLEAGUE, CO ROSCOMMON",,Roscommon,"€37,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/1/2010,"29 Sycamore Drive, Kingswood Heights",Dublin 24,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2013,"26 Millbourne Park, Ashbourne",,Meath,"€230,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
9/10/2017,"BRADSHAW HOUSE 1 SHOP, DUBLIN RD, PORTLAOISE",,Laois,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/01/2013,"74 Summerfield, Castlebar",,Mayo,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/5/2010,"9 ST MARYS PARK, RATHKEALE",,Limerick,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2016,"6 DRUMMOND PLACE, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2014,"44  Aughrim Hall, Aughrim, Wicklow",,Wicklow,"€240,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/09/2011,"27 Clearwater, Meelmane, Courtmacsherry",,Cork,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2021,"71 STANNAWAY AVE, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/11/2018,"5 TARA GLEN RD, TARA GLEN, NAVAN",,Meath,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2021,"No 3 An Gairdin Cuil, Cosmona, Loughrea",,Galway,"€233,480.00",No,Yes,New Dwelling house /Apartment,
14/04/2016,"APT 2, BLOCK B, AN FUARAN",,Galway,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2010,"Main Street, Donard",,Wicklow,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2019,"Block 16  76 Rampart Green, Rathmullen, Rathmullen Road",,Louth,"€170,817.62",No,Yes,New Dwelling house /Apartment,
1/7/2015,"50 ASHLEY GARDENS, BORRIS RD, PORTLAOISE",,Laois,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/6/2014,"25 FORGEHILL CRESCENT, STAMULLEN, MEATH",,Meath,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2016,"28 MARINEGATE, BELMONT, COBH",,Cork,"€74,782.60",No,No,Second-Hand Dwelling house /Apartment,
29/07/2015,"Part 9 Aylesbury Avenue, Ferrybank",,Kilkenny,"€86,975.18",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/07/2021,"DOON EAST, BALLYBUNION, CO KERRY",,Kerry,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/5/2016,"18 BOYD HOUSE, MYRTLE, THE COAST DUBLIN 13",Dublin 13,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/4/2015,"16 MILLSTREAM COURT, ENNIS, CO.CLARE",,Clare,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/8/2017,"4 Landen Park, Oldtown Demesne, Naas",,Kildare,"€365,639.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/05/2020,"22 O'DONOGHUE ST, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/11/2016,"57 WOODBROOK COURT, RIVERWOOD RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2015,"9 MARKET SQ, PORTLAW, WATERFORD",,Waterford,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2015,"58 Rooskagh Valley, Shagarry",,Cork,"€96,916.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
9/10/2013,"6 The Lapwing, Barnageeragh Cove, Skerries",,Dublin,"€365,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
5/10/2018,"22 WOODSTOWN HEATH, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,"€422,500.00",No,No,Second-Hand Dwelling house /Apartment,
1/7/2016,"APT 205 ALTMORE HOUSE, TARA STREET, TULLAMORE",,Offaly,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2012,"9 An Mullach, Cul Ard, Carrigtwohill",,Cork,"€136,563.88",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/02/2016,"113 BLACKDITCH RD, BALLYFERMOT, DUBLIN",Dublin 10,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/2/2010,"426 Pearse Villas, Sallynoggin",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2020,"STONE COTTAGE, RINGMOYLAN RD, PALLASKENRY",,Limerick,"€117,800.00",No,No,Second-Hand Dwelling house /Apartment,
12/6/2019,"42 ELGIN WOOD, KILLARNEY RD, BRAY",,Wicklow,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/9/2017,"26 THE RISE, FIVE OAKS VILLAGE, DUBLIN RD.",,Louth,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2014,"56 Cloonlara, Athlone Road, Mullingar",,Westmeath,"€60,959.80",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/10/2014,"66 THE HERMITAGE, MACROOM, CO CORK",,Cork,"€101,250.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"4 HANSTEAD ROAD, FINNSTOWN, LUCAN",,Dublin,"€137,399.00",No,No,Second-Hand Dwelling house /Apartment,
11/2/2010,"8 Castlegate Copse, Adamstown Castle, Adamstown",,Dublin,"€193,832.59",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/07/2014,"386 TIRELLAN HEIGHTS, HEADFORD RD, GALWAY",,Galway,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/8/2019,"APT 3 WEST END COURT, KILKEE, CLARE",,Clare,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/4/2010,"15 Mountain Eagle View, Leopardstown Heights",,Dublin,"€484,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2016,"53 THE KILNS, STATION RD, PORTMARNOCK",Dublin 13,Dublin,"€277,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/5/2021,"48 ST CORBANS PLACE, NAAS, KILDARE",,Kildare,"€166,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2020,"CLONKEEFY, OLDCASTLE, CO MEATH",,Meath,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/10/2018,"12 An Bothar Dara, Lis Na Dara, Carrickmacross Road",,Louth,"€285,175.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
2/1/2013,"12 Kilmore Heights, Kilkelly",,Mayo,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2018,"73 KINGSGROVE, CARLOW RD, ATHY",,Kildare,"€160,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/05/2015,"406 RICHMOND COURT, DOCK RD, LIMERICK",,Limerick,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/12/2014,"14 OAKLEY PARK, TULLOW RD, CARLOW",,Carlow,"€147,500.00",No,No,Second-Hand Dwelling house /Apartment,
9/6/2017,"67 BARCLAY COURT, BLACKROCK, DUBLIN",,Dublin,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/9/2015,"2A PEMBROKE GARDENS, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/11/2016,"6  Castleland Park Place, Balbriggan",,Dublin,"€207,048.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/08/2011,"Apartment 43/44, Block B, Parkside  Portlaoise",,Laois,"€120,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/01/2020,"APT 1 and Newcastle Service Station, NEWCASTLE SERVICE STATION, NEWCASTLE",Dublin 15,Dublin,"€85,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
9/7/2015,"24 SHANNON GAEL, CARRICK ON SHANNON, LEITRIM",,Roscommon,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2014,"NO 1 GLENVIEW, SOUTH DOUGLAS ROAD, CORK",,Cork,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2015,"SHEAN, EDENDERRY, OFFALY",,Offaly,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2017,"16 ORBY WAY, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,"€572,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2018,"BELMONT, CLOGHANS HILL, TUAM",,Galway,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
6/7/2017,"72 PREMIER SQ, FINGLAS RD, DUBLIN 11",Dublin 11,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/7/2011,"44 Lower Gerald Griffin Street, Limerick",,Limerick,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
3/6/2020,"71 TALBOT GREEN, WEXFORD, WEXFORD",,Wexford,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2021,"38 CHANDLERS WALK, RUSHBROOKE LINKS, COBH",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2018,"4 ST MARYS PLACE, OFF ATHLUNKARD ST, LIMERICK",,Limerick,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/8/2017,"18 Meadowbrook, Tulsk",,Roscommon,"€78,686.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
7/2/2020,"204A THE OAK, GRANGE HALL, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2018,"KNOCKADALTEEN, BALLYMOTE, SLIGO",,Sligo,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2014,"TEACH JOHNNY MHARY, MEENDERRY, FALCARRAGH",,Donegal,"€57,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2018,"107 BAILIS DOWNS ATHLUMNEY NAVAN, MEATH",,Meath,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2011,"Lackaghmore, Turloughmore",,Galway,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2013,"UNIT 2, MAIN STREET, ROCKCORRY",,Monaghan,"€20,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
19/04/2011,"Ballinluska, Myrtleville, County Cork",,Cork,"€307,500.00",No,No,Second-Hand Dwelling house /Apartment,
6/11/2015,"12 ROYAL CANAL COURT, CHURCH ST, KILCOCK",,Kildare,"€111,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/12/2018,"APARTMENT 12, CLONTARF HALL, CLONTARF PLACE",,Limerick,"€99,687.00",No,No,Second-Hand Dwelling house /Apartment,
3/3/2021,"28 ASHGROVE LAWN, CLONMEL, TIPPERARY",,Tipperary,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2016,"13 ST BRIDGETS PARK, GREYSTONES, WICKLOW",,Wicklow,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2015,"16 LOWER CHARLES ST, CASTLEBAR, MAYO",,Mayo,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/4/2012,"6  The Brambles, Ballinakill Downs",,Waterford,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,
2/11/2020,"CLORAN RD, BUNBOGGAN, ATHBOY",,Meath,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2017,"49 RIDGE HALL, BALLYBRACK VILLAGE, DUBLIN",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2016,"76 WALKINSTOWN AVENUE, DUBLIN 12",,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2010,"Corrybrannan, Ballybay",,Monaghan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2020,"COORLEARY, COOMHOLA, BANTRY",,Cork,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2019,"27 Cois Cuain, Upper Point Road, Dundalk",,Louth,"€266,519.83",No,Yes,New Dwelling house /Apartment,
19/12/2014,"21 ESKER PINES, ESKER LANE, LUCAN",,Dublin,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"ST TERESAS, TEMPLE HILL, BLACKROCK",,Dublin,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2021,"41 Seoid na Tra, Bettystown",,Meath,"€284,140.00",No,Yes,New Dwelling house /Apartment,
20/06/2019,"APT 4 9 ROSSA PLACE, COLEMAN RD, CAVAN",,Cavan,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2019,"SEQUOIA, NEW STREET, ABBEYFEALE",,Limerick,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
8/7/2015,"ELPHIN ST, STROKESTOWN, ROSCOMMON",,Roscommon,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"Apt 46 Wellington Court, Mountjoy Street",Dublin 7,Dublin,"€147,200.00",No,No,Second-Hand Dwelling house /Apartment,
6/4/2010,"Carrigeen, Mooncoin",,Leitrim,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/05/2010,"71 The Kilns, Station Road, Portmarnock",,Dublin,"€27,065.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2020,"31 Glenheron Park, Glenheron, Greystones",,Wicklow,"€392,070.00",No,Yes,New Dwelling house /Apartment,
15/10/2012,"15 ardlui park, blackrock, co dublin",,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2021,"MAIN STREET, BANAGER, CO OFFALY",,Offaly,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2018,"53 BAILE NA LAOCHRA, POPPINTREE, BALLYMUN",Dublin 11,Dublin,"€156,563.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/02/2015,"9 BUTTERFIELD AVE, OLD CORK RD, LIMERICK",,Limerick,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2019,"LOUGHLION HOUSE, MONASTEREVIN ROAD, KILDARE",,Kildare,"€467,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2015,"22 Longfield Point, Clonmel",,Tipperary,"€132,158.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2015,"40 THE PARK, HUNTERS RUN, CLONEE DUBLIN 15",Dublin 15,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/9/2021,"2 & 7 CENTREPOINT APTS, LIOSBAN BUSINESS PARK, TUAM RD",,Galway,"€271,354.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2014,"7 BALLENTREE CLOSE, TYRELLSTOWN, DUBLIN 15",Dublin 15,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2015,"31 ARD RIADHA, GLEISHALL, CO OFFALLY",,Offaly,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2012,"GLENAGOUL, KILDINAN",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2015,"ROSHINE NORTH, BURTONPORT, LETTERKENNY",,Donegal,"€37,682.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2013,"Eloghbeg, Bridgend",,Donegal,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/2/2017,"ARDAGH COTTAGE, ARDAGH, CLIFDEN",,Galway,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2016,"5 DUNCARBERRY HEIGHTS, TULLAGHAN, LEITRIM",,Leitrim,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2011,"3 Tower Hill, Kilcoolishal, Glanmire",,Cork,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
1/11/2019,"18/19 NORTH KING STREET, DUBLIN 7",,Dublin,"€131,250.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2012,"3 chapelwood green, hollystown, dublin 15",Dublin 15,Dublin,"€96,916.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/04/2020,"BALLINFUIL, KILCURRY, DUNDALK",,Louth,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
9/7/2021,"14 BARR NA TRIMOIGE, KILKELLY, MAYO",,Mayo,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/2/2021,"54 ALLENDALE SQ, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2017,"ARAGLEN, CLONGOUR, THURLES",,Tipperary,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2020,"6 Bridgegate Drive, Bridgegate, Ardee",,Louth,"€220,264.31",No,Yes,New Dwelling house /Apartment,
29/04/2010,"24 Davis Road, Shantalla",,Galway,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/08/2019,"249 GREENPARK MEADOWS, MULLINGAR, CO WESTMEATH",,Westmeath,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2018,"1 FUCHSIA PK, RENMORE, GALWAY",,Galway,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2018,"61 OAKLAWNS, DUNDALK, LOUTH",,Louth,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2017,"74 CLIFTON COURT, ELLIS QUAY, DUBLIN 7",Dublin 7,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"69 Rosanule, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/01/2010,"53 Shannanvale, Old Cratloe Road, Limerick",,Limerick,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2020,"35 SEAGRAVE PARK, RATOATH, MEATH",,Meath,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2020,"68 MOUNT TALLANT AVENUE, TERENURE, DUBLIN 6W",,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2020,"APT 3 CASTLEPARK APARTMENTS, LEIGHLIN ROAD, GRAIGUECULLEN",,Carlow,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2014,"7 LAUREL COURT, LAUREL LODGE, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/7/2011,"62 St Fintans Villas, Blackrock, Co Dublin",,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"68 BELLEVUE HEIGHTS, NEW ROSS, WEXFORD",,Wexford,"€145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/12/2014,"Magazine Road, Athlone",,Westmeath,"€84,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
19/12/2019,"95 CLONKEEN, FAIRYHOUSE RD, RATOATH",,Meath,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2020,"14 Churchfield Drive, Churchfields, Ashbourne",,Meath,"€290,748.89",No,Yes,New Dwelling house /Apartment,
14/04/2015,"BALLYNAHHOULOURT, DOON, TRALEE",,Kerry,"€223,663.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2017,"42 CLUAIN NA SIDHE, KILLASHEE, CO LONGFORD",,Longford,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2020,"2 KILEELY VILLAS NEW RD, THOMONDGATE, LIMERICK",,Limerick,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/7/2021,"9 OBRIENS TERRACE, YOUGHAL, CORK",,Cork,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2016,"23 ARD AOIBHINN, INNISHANNON, CORK",,Cork,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
5/8/2021,"1284 TOWN PARKS, ATHY, CO KILDARE",,Kildare,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2012,"Lisronagh, Clonmel",,Tipperary,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2012,"119  The Maples, Clonskeagh, Dublin 14",,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/6/2015,"BAWNMORE, JOHNSTOWN, COUNTY KILKENNY",,Kilkenny,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2014,"108 SPRUCE DRIVE, WESTWOOD GARDENS, CARRIGALINE",,Cork,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
1/10/2021,"THE SQUARE, CAHERCONLISH, CO. LIMERICK",,Limerick,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/1/2018,"29 RAILWAY ST, NAVAN, CO MEATH",,Meath,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"9 OAKFIELD DR, GLANMIRE, CORK",,Cork,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
4/11/2011,"8 Mapel Close, Avenue Road, Dundalk",,Louth,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"56 KINVARA RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€321,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2017,"BOGMOUNT, ABBEYFEALE, CO LIMERICK",,Limerick,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/7/2019,"67 CARTRUN BREAC, LISBRACK, LONGFORD",,Longford,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2019,"14 ROYAL CANAL COURT, ROYAL CANAL WAY, ASHTOWN",Dublin 15,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2012,"10 Salzburg, Ardilea, Dublin 14",,Dublin,"€790,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2015,"34 SEACHNALL ABBEY, DUNSHAUGHLIN",,Meath,"€339,207.04",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/10/2016,"DERRAVARAGH LODGE, COOLE, CASTLEPOLLARD",,Westmeath,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2011,"7 Georges Head, Kilkee",,Clare,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2013,"207 Redford Park, Greystones",,Wicklow,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2016,"19 TRAVERSLEA WOODS, LOWER GLENAGEARY RD, DUN LAOGHAIRE",,Dublin,"€655,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2013,"DRUMSKELLAN, TURE, MUFF",,Donegal,"€61,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2015,"Olde House, Curraheen Road, Bishopstown  Cork",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2015,"NO 4 HARBOUR HOUSE, SEAVIEW, CLIFDEN",,Galway,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2016,"3 COIS ABHAINN, COLLOONEY, SLIGO",,Sligo,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2019,"UNIT 1, 41 CONNAUGHT ST, PHIBSBORO",Dublin 7,Dublin,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2014,"CURRAGHROE, STOKESTOWN, ROSCOMMON",,Roscommon,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
