Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd
"45 The Green, Coolroe Meadows, Ballincollig",,Cork,215000.0,Yes,No,Second-Hand Dwelling house /Apartment,,13,4,2010,2010-04-13
"CAHERBARNA, LISCANNOR, CLARE",,Clare,215000.0,No,No,Second-Hand Dwelling house /Apartment,,20,11,2020,2020-11-20
"32 LISMORE, EARLSFORT, BLACKROCK",,Louth,215000.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2019,2019-12-19
"3 ROCHELLE LAWN, OLD BLACKROCK ROAD, CORK",,Cork,215000.0,No,No,Second-Hand Dwelling house /Apartment,,16,6,2020,2020-06-16
"9 WESTFIELD, OUTRATH RD, KILKENNY",,Kilkenny,215000.0,Yes,No,Second-Hand Dwelling house /Apartment,,8,6,2017,2017-06-08
"52 ASHTHORN AVENUE, GORNAMONA, HEADFORD",,Galway,215385.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,1,2018,2018-01-11
"38 HAZEL PARK, NEWCASTLE, GALWAY",,Galway,215640.0,No,No,Second-Hand Dwelling house /Apartment,,30,11,2020,2020-11-30
"4 The Hawthorns, Macroom Road, Bandon",,Cork,215855.0,No,No,Second-Hand Dwelling house /Apartment,,13,9,2011,2011-09-13
"17 Ryebridge Green, The Ryebridge, Kilcock",,Kildare,215858.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26,8,2015,2015-08-26
"44 Gort Na Manach, Cahir Road, Clonmel",,Tipperary,215858.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,24,3,2017,2017-03-24
"8 Deel View, The Glebe, Ballina Road",,Mayo,215858.0,No,Yes,New Dwelling house /Apartment,,6,12,2019,2019-12-06
"39  The Miles, Clonakilty",,Cork,215859.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,16,10,2015,2015-10-16
"11 Cois Dara, Chapelstown, Tullow Road",,Carlow,215859.0,No,Yes,New Dwelling house /Apartment,,10,12,2021,2021-12-10
"15 cluain adain green, navan",,Meath,215859.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,11,2018,2018-11-06
"22 The  Glades, Old Grange Wood, Monasterevin",,Kildare,215859.02,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,31,10,2018,2018-10-31
"5 The Green, Mount Hamilton, Carrick Road",,Louth,215859.03,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,2,2018,2018-02-23
"No. 13 Inis Fail, Curraclough, Bandon",,Cork,215859.03,Yes,Yes,New Dwelling house /Apartment,,22,5,2019,2019-05-22
"30 Hazel Glen, Hazel Brook, Spa Glen",,Cork,215859.03,Yes,Yes,New Dwelling house /Apartment,,13,5,2019,2019-05-13
"132  Beechpark, Leixlip",,Kildare,215859.03,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,10,2011,2011-10-07
"3 The Drive, Aylmer Heath, Newcastle",,Dublin,215859.03,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,12,8,2013,2013-08-12
"7 Park View, Creggaun na Hilla, Clarecastle",,Clare,215859.03,No,Yes,New Dwelling house /Apartment,,3,5,2019,2019-05-03
"Knockmuldowney Lane, Ballisodare",,Sligo,216000.0,No,No,Second-Hand Dwelling house /Apartment,,15,4,2014,2014-04-15
"28 The Glade, Old Grange Wood, Monasterevin",,Kildare,216000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,7,2018,2018-07-24
"29 MAPLEWOOD AVENUE, SPRINGFIELD, TALLAGHT",Dublin 24,Dublin,216000.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2017,2017-11-08
"62 Creston Avenue, St. Margaret's Road, Finglas",Dublin 11,Dublin,216205.25,No,Yes,New Dwelling house /Apartment,,8,3,2019,2019-03-08
"57 The Woods, Glounthaune",,Cork,216250.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,1,2015,2015-01-16
"32 KILTERAGH, DOORADOYLE, LIMERICK",,Limerick,216500.0,No,No,Second-Hand Dwelling house /Apartment,,21,11,2017,2017-11-21
"Apt 119 Abbot Court, Cualanor  Upper Glenageary Road, Dun Laoghaire",,Dublin,216988.53,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,4,2017,2017-04-07
"38 HEMINGWAY PARK, MILLICENT RD, CLANE",,Kildare,217000.0,Yes,No,Second-Hand Dwelling house /Apartment,,20,8,2021,2021-08-20
"10 WILLOW WAY, PRIMROSE GATE, CELBRIDGE",,Kildare,217000.0,No,No,Second-Hand Dwelling house /Apartment,,4,10,2019,2019-10-04
"FARRANCALLIN, CROOKEDWOOD, MULLINGAR",,Westmeath,217000.0,No,No,Second-Hand Dwelling house /Apartment,,18,5,2020,2020-05-18
"Unit 13, Cassidy's Court, Drogheda Row",,Kildare,217000.0,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,1,2018,2018-01-30
"11 SYCAMORE RD, CONNELL DR, NEWBRIDGE",,Kildare,217000.0,No,No,Second-Hand Dwelling house /Apartment,,10,12,2015,2015-12-10
"11 BALLALEASE COURT, DONABATE, DUBLIN",,Dublin,217000.0,No,No,Second-Hand Dwelling house /Apartment,,8,7,2019,2019-07-08
"CARRICKSPRINGAN, MOYNALTY, KELLS",,Meath,217000.0,No,No,Second-Hand Dwelling house /Apartment,,27,7,2017,2017-07-27
"LARK RISE COTTAGE, 18 NEWPARK, PORTLAOISE",,Laois,217000.0,No,No,Second-Hand Dwelling house /Apartment,,29,3,2019,2019-03-29
"13 Brookfield Terrace, Blackrock, Co. Dublin",,Dublin,217500.0,Yes,No,Second-Hand Dwelling house /Apartment,,26,5,2010,2010-05-26
"6 MARINE COVE, FOYNES, LIMERICK",,Limerick,217500.0,No,No,Second-Hand Dwelling house /Apartment,,5,7,2019,2019-07-05
"29 THE GLEBE, DONEGAL TOWN, DONEGAL",,Donegal,217500.0,No,No,Second-Hand Dwelling house /Apartment,,22,9,2020,2020-09-22
"9 THE LAURELS, GRATTAN WOODS, DUBLIN 13",Dublin 13,Dublin,217500.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2018,2018-11-27
"Apartment 10, Block E, Smithfield Market",,Dublin,217690.79,Yes,No,Second-Hand Dwelling house /Apartment,,20,2,2012,2012-02-20
"4 THE DRIVE, GREENFIELDS, KILLAHANE",,Kerry,218000.0,No,No,Second-Hand Dwelling house /Apartment,,21,3,2019,2019-03-21
"60 ASHBROOK CASTLELAKE, CARRIGTWOHILL, CORK",,Cork,218000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2019,2019-09-25
"MOUNTAIN VIEW, KNOCKSHANBALLY, MOYCULLEN",,Galway,218000.0,No,No,Second-Hand Dwelling house /Apartment,,24,3,2016,2016-03-24
"18 CARRAIG DONN, BALLYCASEY, SHANNON",,Clare,218000.0,No,No,Second-Hand Dwelling house /Apartment,,10,6,2019,2019-06-10
"76 GRANGE HALL, DUNSHAHGHLIN, CO MEATH",,Meath,218000.0,No,No,Second-Hand Dwelling house /Apartment,,7,12,2017,2017-12-07
"37 Clonlea, Mount Oval Village, Rochestown",,Cork,218000.0,No,No,Second-Hand Dwelling house /Apartment,,2,3,2010,2010-03-02
"6 WARRENSTOWN GREEN, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,218000.0,No,No,Second-Hand Dwelling house /Apartment,,23,1,2015,2015-01-23
"4 KILLARD, KILTERAGH, DOORADOYLE",,Limerick,218000.0,No,No,Second-Hand Dwelling house /Apartment,,11,11,2019,2019-11-11
"77 Pairc Chuimim, Kilcummin, Killarney",,Kerry,218061.68,No,Yes,New Dwelling house /Apartment,,16,8,2019,2019-08-16
"6 THE LAURELS, DOWNSTOWN MANOR, DULEEK",,Meath,218500.0,No,No,Second-Hand Dwelling house /Apartment,,17,8,2020,2020-08-17
"132 THE JESSOP, CHARLOTTE QUAY DOCK, RINGSEND",,Dublin,218500.0,No,No,Second-Hand Dwelling house /Apartment,,12,11,2013,2013-11-12
"9 THE BELFRY, ATHBOY RD, TRIM",,Meath,218500.0,No,No,Second-Hand Dwelling house /Apartment,,24,9,2020,2020-09-24
"BEACHVIEW BEACH, BANTRY, CORK",,Cork,218500.0,No,No,Second-Hand Dwelling house /Apartment,,2,2,2016,2016-02-02
"2 Bridgegate Drive, Bridgegate, ardee",,Louth,218502.0,No,Yes,New Dwelling house /Apartment,,18,12,2019,2019-12-18
"68 Abbot Court, Cualanor, Dun Laoghaire",,Dublin,218693.94,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,3,2017,2017-03-14
"ST GABRIELS, 1 COLLEGE VIEW, ENNIS",,Clare,219000.0,No,No,Second-Hand Dwelling house /Apartment,,16,8,2019,2019-08-16
"56 MELVILLE WAY, CITYSIDE, FINGLAS DUBLIN 11",Dublin 11,Dublin,219000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2021,2021-09-20
"APT 40 KAVANAGH HALL, COLLEGEWOOD, CASTLEKNOCK",Dublin 15,Dublin,219000.0,No,No,Second-Hand Dwelling house /Apartment,,8,2,2018,2018-02-08
"32 LAWCUS FIELDS, STONEYFORD, CO KILKENNY",,Kilkenny,219000.0,No,No,Second-Hand Dwelling house /Apartment,,3,5,2019,2019-05-03
"11 DONNYBROOK GREEN, GREENFIELD PARK, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,219000.0,No,No,Second-Hand Dwelling house /Apartment,,19,11,2014,2014-11-19
"28 ASHTORN AVENUE, GORTNAMONA, HEADFORD",,Galway,219283.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3,7,2018,2018-07-03
"Unit 33 The Gate, Elsmore, Jigginstown",,Kildare,219382.0,No,Yes,New Dwelling house /Apartment,,20,3,2020,2020-03-20
"4 The Close, Mount Hamilton, Dundalk",,Louth,219500.0,No,Yes,New Dwelling house /Apartment,,3,12,2019,2019-12-03
"4 Ferns Green, Fern Ridge, Monasterevin",,Kildare,219950.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,22,8,2017,2017-08-22
"147 BELFRY HALL, CITYWEST RD, CITYWEST",Dublin 24,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,19,3,2021,2021-03-19
"120 KINDLESTOWN PARK, GREYSTONES, WICKLOW",,Wicklow,220000.0,No,No,Second-Hand Dwelling house /Apartment,,15,8,2014,2014-08-15
"TOWER VIEW AVE, THE STEEPLES 30, DULEEK",,Meath,220000.0,No,No,Second-Hand Dwelling house /Apartment,,18,2,2021,2021-02-18
"BALLYCATTEN, TIMOLEAGUE, BANDON",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,10,5,2018,2018-05-10
"2 THE ATRIUM, ISLAND ST, DUBLIN 8",Dublin 8,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,19,9,2018,2018-09-19
"CASA PIO, BOTTLEHILL, BURNFORT",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,10,3,2017,2017-03-10
"88 SLIEVEMORE RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2016,2016-12-05
"28 THE BEECHES, FOREST PARK, PORTLAOISE",,Laois,220000.0,No,No,Second-Hand Dwelling house /Apartment,,11,11,2019,2019-11-11
"Ardagno, Kinvara",,Galway,220000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,13,2,2014,2014-02-13
"51 THE GROVE, DELFORD DR, ROCHESTOWN",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,24,4,2014,2014-04-24
"WILLISON, ROSCREA, COUNTY TIPPERARY",,Tipperary,220000.0,No,No,Second-Hand Dwelling house /Apartment,,9,6,2020,2020-06-09
"77 DROMROE AVE, WOODHAVEN, CASTLETROY",,Limerick,220000.0,No,No,Second-Hand Dwelling house /Apartment,,6,8,2019,2019-08-06
"APT 26  BLOCK 7, ANNALLY GROVE, ONGAR LODGE",,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,16,8,2019,2019-08-16
"GARRYGLOSS, DRINAGH, DUNMANWAY",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,20,1,2016,2016-01-20
"SUNFISH, AUGHINISH, KINVARA",,Clare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,10,2,2017,2017-02-10
"21 CLUAIN ARD, ROSCREA, TIPPERARY",,Tipperary,220000.0,No,No,Second-Hand Dwelling house /Apartment,,24,8,2018,2018-08-24
"NAGLES VIEW, SKENNAKILLA, CASTLETOWNROCHE",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2018,2018-10-19
"8 COLLAGHKNOCK DR, KILDARE, KILDARE",,Kildare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,10,5,2021,2021-05-10
"6 ALLENTON GREEN, BALLYCRAGH, TALLAGHT",Dublin 24,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,9,6,2021,2021-06-09
"28 HIGHFIELD, DUBLIN RD, CARLOW",,Carlow,220000.0,No,No,Second-Hand Dwelling house /Apartment,,29,1,2018,2018-01-29
"25 THE GREENS, LITTLE ISLAND, CORK",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,19,4,2021,2021-04-19
"The Bungaloe, Cahercalla Road, Ennis",,Clare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,23,9,2011,2011-09-23
"17 CASTLELAND, BALBRIGGAN, PARK VIEW",,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,17,1,2017,2017-01-17
"BREEOLE, TAUGHMACONNELL, BALLINASLOE",,Roscommon,220000.0,No,No,Second-Hand Dwelling house /Apartment,,26,9,2019,2019-09-26
"32 REENDOWNEY PLACE, FRIARS WALK, BALLYPHEHANE",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,18,2,2020,2020-02-18
"14 CHESTNUT GROVE, CHURCH ST, KILCOCK",,Kildare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,30,9,2016,2016-09-30
"12 FOREST PARK, DROGHEDA, LOUTH",,Louth,220000.0,No,No,Second-Hand Dwelling house /Apartment,,5,3,2019,2019-03-05
"18 POINT BOISE, SALTHILL, GALWAY",,Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,,10,11,2015,2015-11-10
"1644 PAIRC MHUIRE, NEWBRIDGE, KILDARE",,Kildare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,20,5,2020,2020-05-20
"BALLINWILLIN, LISMORE, CO WATEFORD",,Waterford,220000.0,No,No,Second-Hand Dwelling house /Apartment,,11,11,2021,2021-11-11
"6 GLENCARRA GROVE, CRANN ARD, FETHARD RD",,Tipperary,220000.0,No,No,Second-Hand Dwelling house /Apartment,,3,8,2021,2021-08-03
"5 CLOVERHILL, BRAY, WICKLOW",,Wicklow,220000.0,Yes,No,Second-Hand Dwelling house /Apartment,,15,3,2017,2017-03-15
"56 RADHARC NA COILLE, BALLYCASEY, SHANNON",,Clare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,25,10,2019,2019-10-25
"11 CLOCH ARD, OLD RAHOON RD, GALWAY",,Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,,6,8,2015,2015-08-06
"2550 WOODSIDE PK, KILDARE, KILDARE",,Kildare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,23,6,2021,2021-06-23
"COOLTRIMEGISH, TULLYNAHINNERA, CASTLEBLAYNEY",,Monaghan,220000.0,No,No,Second-Hand Dwelling house /Apartment,,7,4,2020,2020-04-07
"54 CHERRYFIELD ROAD, WALKINSTOWN, .",Dublin 12,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,22,11,2010,2010-11-22
"77 THE PADDOCKS, NAVAN, MEATH",,Meath,220000.0,No,No,Second-Hand Dwelling house /Apartment,,12,8,2019,2019-08-12
"ST MARGARETS, ARD NA GREINE, ENNIS",,Clare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2018,2018-12-19
"BALLYHOO HOUSE, BALLYHOO, WATERFORD",,Waterford,220000.0,No,No,Second-Hand Dwelling house /Apartment,,7,5,2015,2015-05-07
"12A the Green, Dun Eala, Fermoy",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,4,8,2010,2010-08-04
"347 MALAHIDE MARINA VILLAGE, MALAHIDE, DUBLIN",,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,29,5,2015,2015-05-29
"57 HILLCREST, KILCULLEN, KILDARE",,Kildare,220000.0,Yes,No,Second-Hand Dwelling house /Apartment,,13,9,2019,2019-09-13
"7 HARBOUR ST, MULLINGAR, WESTMEATH",,Westmeath,220000.0,No,No,Second-Hand Dwelling house /Apartment,,8,2,2019,2019-02-08
"45 MOUNT TALBOT, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2021,2021-07-30
"GREENFINGERS, BALLINORIG, TRALEE",,Kerry,220000.0,No,No,Second-Hand Dwelling house /Apartment,,6,8,2021,2021-08-06
"38 Sliabh Ard, Bothar Stiofan, Knocknacarra",,Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,,1,7,2013,2013-07-01
"KNOCKENPOWER, COLLIGAN, DUNGARVAN",,Waterford,220000.0,No,No,Second-Hand Dwelling house /Apartment,,23,6,2017,2017-06-23
"BARNAKYLE, PATRICKSWELL",,Limerick,220000.0,No,No,Second-Hand Dwelling house /Apartment,,16,1,2013,2013-01-16
"FAHEENS, MIDFIELD, SWINFORD",,Mayo,220000.0,No,No,Second-Hand Dwelling house /Apartment,,9,4,2021,2021-04-09
"189 SLI GHEAL, BALLYMONEEN RD, GALWAY",,Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,,25,8,2017,2017-08-25
"12 Clonile, Old Cratloe Road, Limerick",,Limerick,220000.0,No,No,Second-Hand Dwelling house /Apartment,,5,5,2015,2015-05-05
"77 Glen Aoibhinn, Courtown, Co. Wexford",,Wexford,220000.0,Yes,Yes,New Dwelling house /Apartment,,1,5,2020,2020-05-01
"BALLYFERRITER WEST, DINGLE, KERRY",,Kerry,220000.0,No,No,Second-Hand Dwelling house /Apartment,,17,5,2018,2018-05-17
"31 THE PARK, LAKEPOINT PARK, MULLINGAR",,Westmeath,220000.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2017,2017-11-08
"APT 13, RIVERBANK, DODDER PARK RD DUBLIN 14",Dublin 14,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,20,7,2016,2016-07-20
"BALLYDEVLIN, GOLEEN, COUNTY CORK",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,1,8,2018,2018-08-01
"37 Chanel Road, Artane, Dublin 5",Dublin 5,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,3,8,2012,2012-08-03
"18 LANESBOROUGH TERRACE, FINGLAS, DUBLIN 11",Dublin 11,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2019,2019-09-20
"107 STEEPLECHASE GREEN, RATOATH",,Meath,220000.0,Yes,No,Second-Hand Dwelling house /Apartment,,28,5,2010,2010-05-28
"BALLAGHBOY, DOORA, ENNIS",,Clare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,22,3,2014,2014-03-22
"11 GLEANN FIA, MOGEELY, MIDLETON",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,26,6,2018,2018-06-26
"24 ALDEN, DOUGLAS, CORK",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,16,1,2015,2015-01-16
"92 Rory O'Connor Park, Dun Laoghaire",,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2011,2011-02-15
"25 GRAFTON HALL, AUNGIER ST, DUBLIN 2",Dublin 2,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,6,10,2017,2017-10-06
"3 GLEANN BEAG, NEWCASTLE, CLONMEL",,Tipperary,220000.0,No,No,Second-Hand Dwelling house /Apartment,,3,3,2020,2020-03-03
"ST ANNES ROAD, KILLARNEY, CO. KERRY",,Kerry,220000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2017,2017-09-20
"148 GLENMORE WOOD, MULLINGAR, WESTMEATH",,Westmeath,220000.0,No,No,Second-Hand Dwelling house /Apartment,,24,1,2019,2019-01-24
"61 Innismore, Crumlin",,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,26,9,2011,2011-09-26
"20 WELLMOUNT DR, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,6,2,2019,2019-02-06
"130 CURRAGHWOODS, FRANKFIELD, DOUGLAS",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,29,3,2011,2011-03-29
"69 HAMPTON WOODS, BALBRIGGAN, DUBLIN",,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,17,11,2017,2017-11-17
"53 CEOL NA HABHANN, CAHERCONLISH, LIMERICK",,Limerick,220000.0,No,No,Second-Hand Dwelling house /Apartment,,18,3,2020,2020-03-18
"132 Dublin Road, Sutton",Dublin 13,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,4,11,2011,2011-11-04
"28 THE ALDERS, AVOURWEN, DROGHEDA",,Louth,220000.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2018,2018-10-16
"1 WILLOW SQ, PRIMROSE GATE, CELBRIDGE",,Kildare,220000.0,No,No,Second-Hand Dwelling house /Apartment,,14,1,2016,2016-01-14
"96 Brocan Wood, Cowpasture, Monasterevin",,Kildare,220220.25,No,Yes,New Dwelling house /Apartment,,17,12,2018,2018-12-17
"17 MILLFIELD MANOR, NEWBRIDGE",,Kildare,220263.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,17,11,2011,2011-11-17
"1 Oaktree Road, Cunnaberry Hill, Tully Road",,Kildare,220264.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,3,2017,2017-03-24
"22 Holdbrook Way, Dublin Road, Portlaoise",,Laois,220264.0,No,Yes,New Dwelling house /Apartment,,14,1,2019,2019-01-14
"255 Ard Uisce, Whiterock Hill",,Wexford,220264.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,8,2018,2018-08-30
"56 Achill Square, Waterville, Blanchardstown",,Dublin,220264.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26,11,2010,2010-11-26
"2 Cluain Adain Green, Clongmagadden, Navan",,Meath,220264.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,11,2018,2018-11-13
"No. 16 Inis Fail, Curraclough, Bandon",,Cork,220264.31,Yes,Yes,New Dwelling house /Apartment,,22,5,2019,2019-05-22
"6 Bridgegate Drive, Bridgegate, Ardee",,Louth,220264.31,No,Yes,New Dwelling house /Apartment,,17,11,2020,2020-11-17
"5 Ardfinn Grove, Ardfinn, Strandhill Road  Sligo",,Sligo,220264.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28,6,2010,2010-06-28
"106 Fernwood, Glanmire",,Cork,220264.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,4,2016,2016-04-08
"84 Lackabane Village, Fossa, Killarney",,Kerry,220264.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,1,2017,2017-01-16
"Apartment 22 Red Arches Avenue, Baldoyle, Dublin 13",,Dublin,220265.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,3,2018,2018-03-15
"16 Laharran East, Manor Farm, Lehenaghbeg",,Cork,220265.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,11,2017,2017-11-20
"4 Daffodil Way, Forest Hil, Kilnagleary",,Cork,220265.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,6,2017,2017-06-06
"85 Maryborough Village, Portlaoise, Co Laois",,Laois,220265.0,No,Yes,New Dwelling house /Apartment,,12,8,2020,2020-08-12
"3 Ardsolus, Old Naas Road, Brownsbarn",,Dublin,220409.55,Yes,Yes,New Dwelling house /Apartment,,19,12,2018,2018-12-19
"44 PAIRC NA GCRAINN, GLANWORTH, CO CORK",,Cork,220547.81,No,No,Second-Hand Dwelling house /Apartment,,31,7,2019,2019-07-31
"4 willow house, silverbanks, The Coast",Dublin 13,Dublin,220575.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,12,2017,2017-12-07
"Site 54, The Village, Cloughjordan",,Tipperary,220703.96,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,28,6,2011,2011-06-28
"12 GREGG RD, GILLABBEY ST, CORK",,Cork,221000.0,No,No,Second-Hand Dwelling house /Apartment,,23,2,2018,2018-02-23
"37 THE ELMS, COLLEGE ROAD, GALWAY",,Galway,221000.0,No,No,Second-Hand Dwelling house /Apartment,,10,12,2014,2014-12-10
"15 BEAU PARK CLOSE, CLONGRIFFIN, DUBLIN 13",Dublin 13,Dublin,221000.0,No,No,Second-Hand Dwelling house /Apartment,,8,1,2016,2016-01-08
"5 THE AVENUE, ONGAR, DUBLIN 15",Dublin 15,Dublin,221000.0,No,No,Second-Hand Dwelling house /Apartment,,28,3,2017,2017-03-28
"ST JUDES, MAIN STREET, DUNCANNON",,Wexford,221500.0,No,No,Second-Hand Dwelling house /Apartment,,15,9,2016,2016-09-15
"25 AUBURN GREEN, AUBURN PARK, CLONMEL",,Tipperary,221500.0,No,No,Second-Hand Dwelling house /Apartment,,26,5,2021,2021-05-26
"KNOCKROE, ATTYMON, ATHENRY",,Galway,222000.0,No,Yes,New Dwelling house /Apartment,,16,8,2019,2019-08-16
"14 The Rise, Cashel Downs, Kilkenny",,Kilkenny,222000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2012,2012-12-05
"13 CHERRYFIELD PARK, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,222000.0,No,No,Second-Hand Dwelling house /Apartment,,25,10,2016,2016-10-25
"5 MOYCULLEN RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,222000.0,No,No,Second-Hand Dwelling house /Apartment,,13,10,2017,2017-10-13
"21 ASHFORT, GOLF LINKS RD, CASTLETROY",,Limerick,222000.0,No,No,Second-Hand Dwelling house /Apartment,,4,5,2017,2017-05-04
"113 BELFRY HALL, CITYWEST DUBLIN 24, DUBLIN",Dublin 24,Dublin,222000.0,No,No,Second-Hand Dwelling house /Apartment,,6,2,2019,2019-02-06
"40 WHITEOAKS, WILTON, CORK",,Cork,222000.0,No,No,Second-Hand Dwelling house /Apartment,,9,9,2021,2021-09-09
"12 The Crescent, Cluain Dara, Derrinturn",,Kildare,222026.0,No,Yes,New Dwelling house /Apartment,,9,10,2020,2020-10-09
"30 THE PADDOCKS CRESCENT, ADAMSTOWN, LUCAN",,Dublin,222466.96,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,12,2011,2011-12-20
