Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd
"MULLINROE, DRING, CO. LONGFORD",,Longford,27000.0,No,No,Second-Hand Dwelling house /Apartment,,10,12,2019,2019-12-10
"125 KILBARRY PLACE, FARRANREE, CORK",,Cork,27000.0,Yes,No,Second-Hand Dwelling house /Apartment,,6,6,2018,2018-06-06
"31 CARRAIG ABHAINN, MORTARSTOWN, CARLOW",,Carlow,27000.0,No,Yes,New Dwelling house /Apartment,,24,2,2019,2019-02-24
"APT 1 CASIRT SLUA, CHURCH STREET, BALLINASLOE",,Galway,27000.0,No,No,Second-Hand Dwelling house /Apartment,,26,7,2017,2017-07-26
"2 LODGE AVE, THE SQUARE, KILFINANE",,Limerick,27000.0,Yes,No,Second-Hand Dwelling house /Apartment,,22,12,2014,2014-12-22
"71 The Kilns, Station Road, Portmarnock",,Dublin,27065.0,No,No,Second-Hand Dwelling house /Apartment,,21,5,2010,2010-05-21
"14 Burnside Park, Lower Main Street, Letterkenny",,Donegal,27142.86,No,No,Second-Hand Dwelling house /Apartment,,17,9,2015,2015-09-17
"APT 2 COISLOCA, GLASLOUGH ST, MONAGHAN",,Monaghan,27333.0,No,No,Second-Hand Dwelling house /Apartment,,19,5,2014,2014-05-19
"46 GLEANN RIADA, STROKESTOWN RD, LONGFORD",,Longford,27480.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014,2014-12-22
"APT 6, PORT HOUSE, PORT RD",,Donegal,27500.0,No,No,Second-Hand Dwelling house /Apartment,,17,5,2018,2018-05-17
"10 SHANNON GROVE APARTMENTS, LISNAGOT, CARRICK ON SHANNON",,Leitrim,27500.0,No,Yes,New Dwelling house /Apartment,,30,4,2021,2021-04-30
"Apartment 4, 38 High Street",,Sligo,27500.0,No,No,Second-Hand Dwelling house /Apartment,,12,2,2016,2016-02-12
"6 SHANNON GROVE APARTMENTS, LISNAGOT, CARRICK ON SHANNON",,Leitrim,27500.0,No,Yes,New Dwelling house /Apartment,,30,4,2021,2021-04-30
"25 CASTLEQUARTER, KILLENAULE, THURLES",,Tipperary,28000.0,No,No,Second-Hand Dwelling house /Apartment,,30,12,2013,2013-12-30
"DOON EAST, GURTEEN, SLIGO",,Sligo,28000.0,No,No,Second-Hand Dwelling house /Apartment,,13,9,2011,2011-09-13
"8 SLI NA HABHANN, BRIDGE ST, BALLINASLOE",,Galway,28000.0,No,No,Second-Hand Dwelling house /Apartment,,27,5,2019,2019-05-27
"BALLINOWLART SOUTH, COOLESTOWN, BRACKNAGH",,Offaly,28000.0,No,No,Second-Hand Dwelling house /Apartment,,30,4,2015,2015-04-30
"16 WEAVERS HALL, MARKET SQ, LONGFORD",,Longford,28000.0,No,No,Second-Hand Dwelling house /Apartment,,4,4,2018,2018-04-04
"7 Athlomen Terrace, Mitchel Street, Thurles",,Tipperary,28000.0,No,No,Second-Hand Dwelling house /Apartment,,18,10,2013,2013-10-18
"APT 4 COURT KEEP, BARRACK ST, TULLOW",,Carlow,28000.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2019,2019-08-22
"BAWNARD, CLONMEL, COUNTY WATERFORD",,Waterford,28000.0,No,No,Second-Hand Dwelling house /Apartment,,16,1,2020,2020-01-16
"GUILKA, MENLOUGH, BALLINASLOE",,Galway,28500.0,No,No,Second-Hand Dwelling house /Apartment,,2,10,2019,2019-10-02
"30 Cruise Park Avenue, Cruise Park",,Dublin,28847.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,1,2013,2013-01-15
"APARTMENT 2, RUSH STREET, CASTLEBAR",,Mayo,29000.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2015,2015-12-04
"8 Ballon Hill, Ballon",,Carlow,29947.5,Yes,No,Second-Hand Dwelling house /Apartment,,25,9,2012,2012-09-25
"Broughal, Kilcormac",,Offaly,30000.0,No,No,Second-Hand Dwelling house /Apartment,,9,5,2012,2012-05-09
"NEAMH COTTAGE CARRIGDANGAN, KILMICHAEL, CORK",,Cork,30000.0,No,No,Second-Hand Dwelling house /Apartment,,12,1,2016,2016-01-12
"CORRY, CARRICK-ON-SHANNON, CO. ROSCOMMON",,Roscommon,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,10,2021,2021-10-08
"Craigadoes, St. Johnston",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,24,6,2013,2013-06-24
"Glenquin, Strand",,Limerick,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,12,2015,2015-12-08
"KNOX ST, BALLYHAUNIS, MAYO",,Mayo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,12,5,2016,2016-05-12
"EFFERNAN, KILDYSART, COUNTY CLARE",,Clare,30000.0,No,No,Second-Hand Dwelling house /Apartment,,27,7,2017,2017-07-27
"MAIN ST, CONVOY, CO DONEGAL",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2014,2014-11-27
"Leenakiel, Clonmany",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,1,12,2010,2010-12-01
"LISTARAGAN, GLENEELY, DONEGAL",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,27,3,2014,2014-03-27
"BALLYBODEN, TYRELLSPASS, CO WESTMEATH",,Westmeath,30000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2015,2015-10-22
"7 Ard Na Ri, Galway Road, Roscommon",,Roscommon,30000.0,Yes,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,23,2,2011,2011-02-23
"GRANGE UPPER, NEWCASTLEWEST, CO. LIMERICK",,Limerick,30000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2017,2017-12-21
"16 BARRACK STREET, BELMULLET, MAYO",,Mayo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,18,2,2014,2014-02-18
"BELCRUIT, KINCASSLAGH, COUNTY DONEGAL",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,6,2018,2018-06-08
"37 PALACE CRESENT, LONGFORD, LONGFORD",,Longford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2015,2015-10-22
"19 WILLOW DRIVE, ATHLONE, CO WESTMEATH",,Westmeath,30000.0,No,No,Second-Hand Dwelling house /Apartment,,11,5,2015,2015-05-11
"40 MANOR VIEW PARK, LONG LANE, LETTERKENNY",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,3,2016,2016-03-08
"ANNAGH, BALLYHAUNIS, MAYO",,Mayo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,23,8,2017,2017-08-23
"Carriglong, Tramore",,Waterford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,23,7,2015,2015-07-23
"19 WESTCOURT, THE QUAY, CLONMEL",,Tipperary,30000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2015,2015-10-19
"cork street, macroom, co cork",,Cork,30000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2,2,2015,2015-02-02
"KILCLOONY, BALLINASLOE, GALWAY",,Galway,30000.0,No,No,Second-Hand Dwelling house /Apartment,,30,1,2019,2019-01-30
"CARRAIG DONN, CREHANA, CARRICK ON SUIR",,Waterford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2020,2020-12-15
"Dromskehy, Clonbannin, Mallow",,Cork,30000.0,No,No,Second-Hand Dwelling house /Apartment,,30,5,2013,2013-05-30
"15 CASTLEMANOR RETIREMENT VILLAGE, BILLIS, CAVAN",,Cavan,30000.0,No,No,Second-Hand Dwelling house /Apartment,,8,4,2014,2014-04-08
"MILITARY RD, CRINKLE, BIRR",,Offaly,30000.0,No,No,Second-Hand Dwelling house /Apartment,,18,6,2019,2019-06-18
"PRIESTOWN, CARNDONNAGH, CO DONEGAL",,Donegal,30000.0,No,Yes,New Dwelling house /Apartment,,14,8,2019,2019-08-14
"2A GLEN TERRACE, WATERFORD",,Waterford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,22,3,2019,2019-03-22
"8 Cnoc Greine, Knockgreaney, Coolgreaney",,Wexford,30000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,4,8,2017,2017-08-04
"INNISKILL, RATHMULLAN, LETTERKENNY",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,2,2,2018,2018-02-02
"CLOONSHANVILLE, FRENCHPARK, ROSCOMMON",,Roscommon,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,,13,6,2018,2018-06-13
"22 ROSBERCON CT, NEW ROSS, WEXFORD",,Wexford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,4,3,2014,2014-03-04
"204 SUMMERHILL APTS, BUNDORAN, DONEGAL",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,10,1,2019,2019-01-10
"41 Bewley Street, New Ross",,Wexford,30000.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2013,2013-07-31
"BEAGH, DROMAHAIR, LEITRIM",,Leitrim,30000.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2014,2014-11-27
"APT 3, 41 CECIL ST, LIMERICK",,Limerick,30000.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2016,2016-02-15
"CLOONAGLEAVRAGH, EASKEY, CO SLIGO",,Sligo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,24,1,2017,2017-01-24
"Derryleigh, Newport",,Tipperary,30000.0,No,No,Second-Hand Dwelling house /Apartment,,10,9,2010,2010-09-10
"15 Hill Street, Dundalk",,Louth,30000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2013,2013-09-20
"43 Clones Road, Newbliss",,Monaghan,30000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2014,2014-07-30
"Cashel, Tubbercurry",,Sligo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2013,2013-10-21
"KILLAHORNIA, CREAGH, BALLINASLOE",,Roscommon,30000.0,No,No,Second-Hand Dwelling house /Apartment,,17,8,2020,2020-08-17
"47A Benildus Villas, Navan",,Meath,30000.0,No,No,Second-Hand Dwelling house /Apartment,,13,9,2013,2013-09-13
"12 SLIVEROE MEADOW, FRENCHPARK ROAD, BOYLE",,Roscommon,30000.0,No,No,Second-Hand Dwelling house /Apartment,,18,8,2021,2021-08-18
"APT RAILWAY TAVERN, ALTAMOUNT STREET, WESTPORT",,Mayo,30000.0,No,No,Second-Hand Dwelling house /Apartment,,25,7,2017,2017-07-25
"19 KNOCKMORE, WEXFORD RD, ARKLOW",,Wicklow,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,,22,7,2019,2019-07-22
"27 The Oaks, Frenchpark",,Roscommon,30000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,5,2014,2014-05-30
"52 JOHN ST, SLIGO, SLIGO",,Sligo,30000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2,3,2021,2021-03-02
"JOHNS HOUSE, KILDONEY GLEBE, BALLYSHANNON",,Donegal,30000.0,No,No,Second-Hand Dwelling house /Apartment,,29,3,2021,2021-03-29
"25 Roche's Terrace, Ballina",,Mayo,30250.0,Yes,No,Second-Hand Dwelling house /Apartment,,6,2,2012,2012-02-06
"7 DESMONDS AVE, CASTLEISLAND, KERRY",,Kerry,30400.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2016,2016-11-08
"113 Canal Court, Barrack Street, Belmullet",,Mayo,30800.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,9,2015,2015-09-04
"8 BARTRA GREEN, KILLALA, COUNTY MAYO",,Mayo,31176.0,No,No,Second-Hand Dwelling house /Apartment,,24,2,2017,2017-02-24
"13 WILLOW COURT, PRIMROSE GATE, CELBRIDGE",,Kildare,31300.69,No,No,Second-Hand Dwelling house /Apartment,,22,6,2018,2018-06-22
"10 CHURCH STREET, OLDCASTLE, CO. MEATH",,Meath,31500.0,No,No,Second-Hand Dwelling house /Apartment,,18,8,2016,2016-08-18
"4D SILVER DTREET MEWS, SILVER STREET, NENAGH",,Tipperary,31500.0,No,No,Second-Hand Dwelling house /Apartment,,18,9,2015,2015-09-18
"Enagh, Bailieborough",,Cavan,32000.0,No,No,Second-Hand Dwelling house /Apartment,,3,7,2012,2012-07-03
"FEIRGLASS, MOHILL, CARRICK ON SHANNON",,Leitrim,32000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2017,2017-12-21
"7 HARBOUR TERRACE, EAST HILL, COBH",,Cork,32000.0,No,No,Second-Hand Dwelling house /Apartment,,27,6,2016,2016-06-27
"16 KINCORA PARK, LIFFORD, ENNIS",,Clare,32000.0,No,No,Second-Hand Dwelling house /Apartment,,19,1,2021,2021-01-19
"74 Summerfield, Castlebar",,Mayo,32000.0,No,No,Second-Hand Dwelling house /Apartment,,23,1,2013,2013-01-23
"35 QUINS COTTAGES, PROSPECT, LIMERICK",,Limerick,32000.0,No,No,Second-Hand Dwelling house /Apartment,,1,4,2014,2014-04-01
"MOAT, CREGGS, COUNTY GALWAY",,Galway,32000.0,No,No,Second-Hand Dwelling house /Apartment,,29,6,2021,2021-06-29
"503 Mount Kenneth Place, Limerick",,Limerick,32000.0,No,No,Second-Hand Dwelling house /Apartment,,30,4,2013,2013-04-30
"11 The Orchard, Moylough",,Galway,32000.0,No,No,Second-Hand Dwelling house /Apartment,,16,7,2014,2014-07-16
"16 LOWER CHARLES ST, CASTLEBAR, MAYO",,Mayo,32000.0,No,No,Second-Hand Dwelling house /Apartment,,22,1,2015,2015-01-22
"No. 4 The Wharf, Scots Quay, Waterford",,Waterford,32000.0,No,No,Second-Hand Dwelling house /Apartment,,24,9,2013,2013-09-24
"5 ROYAL OAK APTS, BALLAGHADERREEN, ROSCOMMON",,Roscommon,32000.0,No,No,Second-Hand Dwelling house /Apartment,,23,6,2016,2016-06-23
"9 BARKER PLACE, OCONNELL ST, WATERFORD",,Waterford,32230.0,No,No,Second-Hand Dwelling house /Apartment,,24,5,2017,2017-05-24
"APT 4 9 ROSSA PLACE, COLEMAN RD, CAVAN",,Cavan,32500.0,No,No,Second-Hand Dwelling house /Apartment,,20,6,2019,2019-06-20
"8 CARN GARDENS, NEWTOWNBUTLER RD, CLONES",,Monaghan,32500.0,No,No,Second-Hand Dwelling house /Apartment,,22,8,2016,2016-08-22
"APT 8 BEECH COURT, POUND ROAD, RATHMULLAN",,Donegal,32500.0,No,No,Second-Hand Dwelling house /Apartment,,22,6,2015,2015-06-22
"2 MORRISSONS AVE, WATERFORD, WATERFORD",,Waterford,32500.0,Yes,No,Second-Hand Dwelling house /Apartment,,27,10,2017,2017-10-27
"3 KNOCKANROE, OLD PARISH, WATERFORD",,Waterford,32500.0,Yes,No,Second-Hand Dwelling house /Apartment,,2,3,2017,2017-03-02
"GLENGOAGH, KNOCKANROE, TALLOW",,Waterford,32500.0,No,No,Second-Hand Dwelling house /Apartment,,18,10,2016,2016-10-18
"Cloonaugh, Carrowbehy, Castlerea",,Roscommon,32500.0,No,No,Second-Hand Dwelling house /Apartment,,11,1,2010,2010-01-11
"5 ABBEYLEIX ROAD, PORTLAOISE, CO LAOIS",,Laois,32625.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2014,2014-12-19
"12 HILLSIDE DRIVE, ATHEA, COUNTY LIMERICK",,Limerick,32700.0,No,No,Second-Hand Dwelling house /Apartment,,10,12,2013,2013-12-10
"7 Cruise Park Avenue, Cruise Park",,Dublin,32826.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,1,2013,2013-01-15
"MAGHERALOSK, BUNBEG, GWEEDORE",,Donegal,33000.0,No,No,Second-Hand Dwelling house /Apartment,,8,5,2014,2014-05-08
"406 RICHMOND COURT, DOCK RD, LIMERICK",,Limerick,33000.0,No,No,Second-Hand Dwelling house /Apartment,,29,5,2015,2015-05-29
"7 GRIFFITH DRIVE, FINGLAS EAST, DUBLIN 11",,Dublin,33000.0,Yes,No,Second-Hand Dwelling house /Apartment,,18,12,2019,2019-12-18
"45 Woodlawn Park, Borris",,Carlow,33221.0,Yes,No,Second-Hand Dwelling house /Apartment,,29,7,2013,2013-07-29
"COCKHILL, KILCUMMIN, KILLARNEY",,Kerry,33500.0,Yes,No,Second-Hand Dwelling house /Apartment,,2,7,2014,2014-07-02
"11 CHESTNUT GROVE, RAMELTON, LETTERKENNY",,Donegal,33600.0,Yes,No,Second-Hand Dwelling house /Apartment,,14,2,2014,2014-02-14
"77 OAKLAND PARK, DUNDALK, LOUTH",,Louth,34000.0,Yes,No,Second-Hand Dwelling house /Apartment,,13,7,2021,2021-07-13
"4 THE MALL, TEMPLEMORE, CO TIPPERARY",,Tipperary,34000.0,Yes,No,Second-Hand Dwelling house /Apartment,,9,7,2019,2019-07-09
"DROMCARRA, KILBARRY, MACROOM",,Cork,34500.0,No,No,Second-Hand Dwelling house /Apartment,,6,9,2012,2012-09-06
"BALLYCUSHAWN, DOON, LIMERICK",,Limerick,35000.0,No,No,Second-Hand Dwelling house /Apartment,,20,6,2014,2014-06-20
"18 Forest View, Ballygar",,Galway,35000.0,No,No,Second-Hand Dwelling house /Apartment,,19,11,2012,2012-11-19
"24 THE OAKS, KILNACOURT WOODS, PORTARLINGTON",,Laois,35000.0,No,No,Second-Hand Dwelling house /Apartment,,26,9,2014,2014-09-26
"54 The Corrib, Gleann Riada, Longford",,Longford,35000.0,No,No,Second-Hand Dwelling house /Apartment,,6,9,2012,2012-09-06
"51 ST LAWRENCES PARK, GARRYOWEN, LIMERICK",,Limerick,35000.0,No,No,Second-Hand Dwelling house /Apartment,,17,9,2014,2014-09-17
"SHNNON STRETT, MOUNTRATH",,Laois,35000.0,No,No,Second-Hand Dwelling house /Apartment,,2,3,2015,2015-03-02
"SPELLMANS HOUSE, CROWE ST, GORT",,Galway,35000.0,No,No,Second-Hand Dwelling house /Apartment,,19,11,2015,2015-11-19
"APARTMENT OVER MILLHOUSE, MAIN STREET, RATHANGAN",,Kildare,35000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2018,2018-12-21
"GLENVIEW, MOUNTRATH, LAOIS",,Laois,35000.0,No,No,Second-Hand Dwelling house /Apartment,,11,8,2020,2020-08-11
"CLONOOSE, BALLYHEELAN, KILNALECK",,Cavan,35000.0,No,No,Second-Hand Dwelling house /Apartment,,28,4,2014,2014-04-28
"APT 3 BRIDGE HOUSE, BRIDGE STREET, CAHIR",,Tipperary,35000.0,No,No,Second-Hand Dwelling house /Apartment,,17,11,2020,2020-11-17
"24 Moore Street, Rathdowney, Co. Laois",,Laois,35000.0,No,No,Second-Hand Dwelling house /Apartment,,30,3,2011,2011-03-30
"Apt. 10  Prory Court, Priory Street, New Ross",,Wexford,35000.0,No,No,Second-Hand Dwelling house /Apartment,,25,3,2013,2013-03-25
"ELPHIN ST, STROKESTOWN, ROSCOMMON",,Roscommon,35000.0,No,No,Second-Hand Dwelling house /Apartment,,8,7,2015,2015-07-08
"67A  Mountjoy Square rear to 67, otherwise 27 Grenville Lane, Dublin 1",Dublin 1,Dublin,35000.0,No,No,Second-Hand Dwelling house /Apartment,,29,8,2013,2013-08-29
"76 ERRIGALL RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,35000.0,Yes,No,Second-Hand Dwelling house /Apartment,,17,6,2014,2014-06-17
"MOUNTWAY, BALYHEIGUE, COUNTY KERRY",,Kerry,35000.0,No,No,Second-Hand Dwelling house /Apartment,,23,7,2018,2018-07-23
"5 Market Court, Maine Street, Tralee",,Kerry,35000.0,Yes,No,Second-Hand Dwelling house /Apartment,,22,7,2015,2015-07-22
"APT 1, SION HILL, DUNMORE",,Galway,35000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2015,2015-10-22
"Ahaveheen, Dromcollogher",,Limerick,35000.0,No,No,Second-Hand Dwelling house /Apartment,,29,11,2011,2011-11-29
"APT 36, THE GROVE, CROWE ST",,Galway,35000.0,No,No,Second-Hand Dwelling house /Apartment,,15,8,2014,2014-08-15
"THE MEWS, JOHN STREET, NEWBRIDGE",,Kildare,35000.0,No,No,Second-Hand Dwelling house /Apartment,,24,5,2017,2017-05-24
"ROO, CRAUGHWELL, GALWAY",,Galway,35000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2,11,2021,2021-11-02
"3 SONAS VILLAGE, ENNISCRONE, CO. SLIGO",,Sligo,35242.0,No,No,Second-Hand Dwelling house /Apartment,,20,4,2016,2016-04-20
"2 UPPER SILVER ST, NENAGH, TIPPERARY",,Tipperary,35421.08,Yes,No,Second-Hand Dwelling house /Apartment,,31,8,2020,2020-08-31
"120 ST DONAGHS RD, DONAGHAMEDE, DUBLIN 13",Dublin 13,Dublin,35500.62,Yes,No,Second-Hand Dwelling house /Apartment,,16,8,2017,2017-08-16
"14 O'Callaghan Place, Gurranabraher, Cork",,Cork,35750.0,Yes,No,Second-Hand Dwelling house /Apartment,,6,6,2013,2013-06-06
"29 HAWTHORN HEIGHTS, LETTERKENNY, CO. DONEGAL",,Donegal,35814.5,Yes,No,Second-Hand Dwelling house /Apartment,,28,3,2014,2014-03-28
"APT 37, WELLINGTON SQ, WELLINGTON ST",,Waterford,36000.0,No,No,Second-Hand Dwelling house /Apartment,,23,12,2014,2014-12-23
"DRUMDERRY, CASTLEBALDWIN, SLIGO",,Sligo,36000.0,No,No,Second-Hand Dwelling house /Apartment,,3,7,2018,2018-07-03
"KEASH RD, BALLYMOTE, SLIGO",,Sligo,36000.0,No,No,Second-Hand Dwelling house /Apartment,,7,12,2016,2016-12-07
"5 AN CORRAN, CRINKLE, BIRR",,Offaly,36000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2017,2017-12-18
"1 CHURCH VIEW, BALLINROBE, MAYO",,Mayo,36000.0,Yes,No,Second-Hand Dwelling house /Apartment,,7,2,2020,2020-02-07
"LEITRIM, FAIRYMOUNT, CO ROSCOMMON",,Roscommon,36000.0,No,No,Second-Hand Dwelling house /Apartment,,26,7,2021,2021-07-26
"APT 2 OLD WATERFORD ROAD, CARRICKBEG, CARRICK ON SUIR",,Tipperary,36000.0,No,No,Second-Hand Dwelling house /Apartment,,25,7,2017,2017-07-25
"DERREEN, CLONBERNE, BALLINASLOE",,Galway,36000.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2017,2017-11-08
"TEELING ST, TUBBERCURRY, CO. SLIGO",,Sligo,36000.0,No,No,Second-Hand Dwelling house /Apartment,,6,12,2018,2018-12-06
"NO. 7 THE WELLNESS, GORTUMULLEN, KENMARE",,Kerry,36053.0,No,No,Second-Hand Dwelling house /Apartment,,23,12,2014,2014-12-23
"HOTEL SUITE NO.4, THE COURTYARD SEAFIELD HOTEL, SEAFIELD GOLF AND COUNTRY CLUB",,Wexford,36250.0,No,No,Second-Hand Dwelling house /Apartment,,29,4,2021,2021-04-29
"258 DEER COURT, CAREW PARK, LIMERICK",,Limerick,37000.0,No,No,Second-Hand Dwelling house /Apartment,,23,12,2015,2015-12-23
"Seaview Cottage, The Murrough, Wicklow Town",,Wicklow,37000.0,No,No,Second-Hand Dwelling house /Apartment,,28,3,2013,2013-03-28
"8 LOWER SHANNON, ENNISCORTHY, CO WEXFORD",,Wexford,37000.0,No,No,Second-Hand Dwelling house /Apartment,,6,2,2017,2017-02-06
"225 ROSEMOUNT, THURLES, TIPPERARY",,Tipperary,37000.0,No,No,Second-Hand Dwelling house /Apartment,,7,9,2016,2016-09-07
"11 Millbrook, Milltown",,Galway,37000.0,No,No,Second-Hand Dwelling house /Apartment,,22,11,2012,2012-11-22
"BALLINACARROW, ATHLEAGUE, CO ROSCOMMON",,Roscommon,37000.0,No,No,Second-Hand Dwelling house /Apartment,,17,6,2019,2019-06-17
"ARDGLASSON, CROSSAKIEL, KELLS",,Meath,37000.0,No,No,Second-Hand Dwelling house /Apartment,,6,3,2021,2021-03-06
"5 MOUNTAIN VIEW, MANORHAMILTON, LEITRIM",,Leitrim,37250.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2020,2020-12-15
"12 Macregol, Seefin, Birr",,Offaly,37445.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,4,2014,2014-04-17
"INCHAMORE, BALLINGEARY, CORK",,Cork,37500.0,No,No,Second-Hand Dwelling house /Apartment,,29,1,2015,2015-01-29
"GLASHARE, JOHNSTOWN, CO KILKENNY",,Kilkenny,37500.0,No,No,Second-Hand Dwelling house /Apartment,,22,4,2016,2016-04-22
"6 Garden House Apartments, Ardnanagh, Roscommon",,Roscommon,37500.0,No,No,Second-Hand Dwelling house /Apartment,,26,7,2012,2012-07-26
"4 EDENMORE GROVE, RAHENY DUBLIN 5, DUBLIN",Dublin 5,Dublin,37530.55,Yes,No,Second-Hand Dwelling house /Apartment,,22,3,2017,2017-03-22
"ROSHINE NORTH, BURTONPORT, LETTERKENNY",,Donegal,37682.0,No,No,Second-Hand Dwelling house /Apartment,,25,8,2015,2015-08-25
"11 CHURCH MANOR, CARRIGALLEN, CO. LEITRIM.",,Leitrim,37885.0,No,No,Second-Hand Dwelling house /Apartment,,3,12,2014,2014-12-03
"6 FERMANAGH TERRACE, CLONES, MONAGHAN",,Monaghan,38000.0,No,No,Second-Hand Dwelling house /Apartment,,1,12,2017,2017-12-01
"CAPPANAGARRANE, MULLINAHONE, COUNTY TIPPERARY",,Tipperary,38000.0,No,No,Second-Hand Dwelling house /Apartment,,13,4,2021,2021-04-13
"APT 12 ANNES COURT, PENROSE LANE, WATERFORD",,Waterford,38000.0,No,No,Second-Hand Dwelling house /Apartment,,9,10,2017,2017-10-09
"47 CORCORANS TERRACE, BALLINA, CO MAYO",,Mayo,38000.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2014,2014-07-30
"LISGARNEY, JAMESTOWN, CARRICK ON SHANNON",,Leitrim,38000.0,No,No,Second-Hand Dwelling house /Apartment,,11,8,2016,2016-08-11
"APT 13 ANNES COURT, PENROSE LANE, WATERFORD",,Waterford,38000.0,No,No,Second-Hand Dwelling house /Apartment,,9,10,2017,2017-10-09
"LISDUFF COTTAGE, LISDUFF MONTGOMERY, MOYDOW",,Longford,38000.0,No,No,Second-Hand Dwelling house /Apartment,,6,4,2016,2016-04-06
"37 FERRAN TERRACE, BALLINA, CO. MAYO",,Mayo,38000.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2019,2019-02-15
"NEW ST, BALLINROBE, MAYO",,Mayo,38000.0,No,No,Second-Hand Dwelling house /Apartment,,27,7,2016,2016-07-27
"14 RIVERSIDE, MAIN STREET, CASTLEREA",,Roscommon,38000.0,No,No,Second-Hand Dwelling house /Apartment,,2,8,2018,2018-08-02
"gurteen, bantry",,Cork,38092.14,No,No,Second-Hand Dwelling house /Apartment,,9,2,2010,2010-02-09
"50 Waterside Drive, Malahide",,Dublin,38354.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,9,2016,2016-09-07
"3 CRAWFORD COURT, MOVILLE, DONEGAL",,Donegal,38500.0,No,No,Second-Hand Dwelling house /Apartment,,21,6,2018,2018-06-21
"52 FRIAR HILL, GRAIGHUEMANAGH, CO KILKENNY",,Kilkenny,38571.0,No,No,Second-Hand Dwelling house /Apartment,,4,3,2014,2014-03-04
"6 NEW SCHEME (BUNNACURRY), BUNNACURRY, MAYO",,Mayo,38750.0,Yes,No,Second-Hand Dwelling house /Apartment,,30,6,2014,2014-06-30
